time,type
00:07:40,HoloLens
00:15:15,large display
00:19:15,large display
00:19:20,large display
00:19:25,large display
00:19:30,large display
00:19:35,large display
00:19:40,large display
00:19:45,large display
00:19:50,large display
00:19:55,large display
00:20:00,large display
00:20:05,large display
00:20:10,large display
00:20:15,large display
00:20:20,large display
00:20:25,large display
00:21:55,large display
00:22:00,large display
00:22:05,large display
00:22:10,large display
00:22:15,large display
00:22:30,large display
00:22:35,large display
00:23:00,large display
00:23:05,large display
00:23:10,large display
00:23:15,large display
00:23:20,large display
00:23:25,large display
00:23:30,large display
00:23:35,large display
00:23:40,large display
00:23:45,large display
00:23:50,large display
00:23:55,large display
00:25:15,large display
00:25:20,large display
00:25:25,large display
00:25:30,large display
00:25:35,large display
00:25:40,large display
00:25:45,large display
00:25:50,large display
00:25:55,large display
00:26:00,large display
00:27:55,large display
00:28:00,large display
00:28:05,large display
00:28:10,large display
00:28:15,large display
00:28:20,large display
00:28:25,large display
